Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
2175,1140,1140,80166,58163,0.71,810,69533,60312,0.29,328,9679,6484,1140,83816,61278,1140,3612,802,0.11,120,142742,54175,0.1,114,106284,27458,0.79,903,26072,15727,1142,286201,59401
2176,24580,24580,62320,50346,0.8,19655,64197,58091,0.21,5150,2978,1338,24580,64770,52446,24580,2415,850,0.1,2352,97317,35166,0.09,2223,73567,16033,0.76,18633,18251,12397,25528,111139,40291
2177,8639,8639,57561,50589,0.84,7219,61833,57384,0.16,1416,-216,-565,8639,59956,52615,8639,2347,908,0.09,773,70737,29326,0.08,716,51699,14398,0.76,6595,15502,11702,8898,80255,29583
2178,2222,2222,87926,58495,0.75,1668,68066,59674,0.27,609,7628,5509,2222,91101,60571,2222,3114,741,0.1,220,233222,48378,0.09,207,201467,26597,0.8,1786,30405,14875,2274,322526,50504
2179,13257,13257,70879,62889,0.87,11565,74451,69222,0.15,2023,-1652,-2144,13257,73863,65506,13257,2963,1453,0.1,1346,56564,27250,0.1,1264,37491,13249,0.83,10989,19860,15581,12537,80717,37129
2190,13504,13504,56316,43582,0.77,10337,61387,52276,0.15,1960,985,84,13504,58996,45294,13504,2638,660,0.15,1965,89015,36697,0.14,1863,67289,17683,0.72,9721,16558,10638,12977,81925,25110
2191,3543,3543,67521,52613,0.79,2799,71688,61570,0.22,771,1667,760,3543,70442,54956,3543,2838,918,0.12,428,78949,32432,0.11,407,52985,13718,0.78,2749,20242,13574,3600,118282,51222
2192,7991,7991,58946,48885,0.8,6353,64738,57508,0.15,1159,1469,850,7991,61267,51226,7991,2302,786,0.14,1139,74475,28068,0.13,1029,60076,12319,0.76,6070,16364,11511,7977,80824,31670
2193,11377,11377,76035,58531,0.82,9382,79021,66850,0.18,2031,1505,335,11377,78853,61072,11377,2762,976,0.12,1422,70796,28286,0.11,1299,44833,11019,0.8,9048,23825,15499,11749,141795,57067
2194,16092,16092,53554,46008,0.8,12937,59022,53938,0.12,1998,706,429,16092,55557,48098,16092,1928,588,0.15,2355,51744,25410,0.13,2086,34451,8899,0.75,12088,13912,9932,14993,61817,18568
2195,14337,14337,46350,37236,0.74,10641,53116,48242,0.08,1101,1301,374,14337,48238,38553,14337,1868,448,0.25,3592,65530,30622,0.23,3355,51659,16290,0.68,9696,12207,8496,12710,50514,13867
2196,18175,18175,54704,44903,0.78,14239,60094,53300,0.14,2536,1071,157,18175,57044,46863,18175,2299,706,0.16,2865,81632,34475,0.15,2677,64391,16947,0.73,13206,15300,10802,17570,79816,25827
2197,4809,4809,55982,45128,0.79,3817,61614,54382,0.14,691,-271,-40,4809,58635,47533,4809,2572,793,0.12,578,95307,39778,0.11,547,71731,20422,0.73,3526,15784,10994,4794,91637,28847
2198,4957,4957,61239,49154,0.77,3813,66325,58205,0.18,910,1701,128,4957,63965,51318,4957,2671,789,0.11,524,88351,38086,0.1,502,61535,16996,0.74,3660,18396,12346,5023,128337,50339
2199,9997,9997,55090,45305,0.79,7947,59995,53550,0.14,1433,937,287,9997,57510,47031,9997,2277,673,0.13,1254,92061,32929,0.12,1153,74030,17028,0.72,7188,15678,11269,9637,80303,26017
2200,25972,25972,53182,44179,0.8,20670,57861,52016,0.12,3145,941,183,25972,55389,45976,25972,2174,654,0.14,3628,69712,31229,0.13,3396,51946,15410,0.72,18806,14555,10252,24835,69227,19309
2203,9162,9162,91197,72562,0.86,7852,91452,78331,0.15,1385,2021,999,9162,94417,75666,9162,3197,1214,0.12,1100,83148,23256,0.11,1010,52330,9831,0.85,7788,28566,19317,10215,167166,76201
2204,17203,17203,86710,69669,0.86,14792,86237,73948,0.16,2676,1797,819,17203,89704,72297,17203,2963,1085,0.13,2166,72097,23904,0.11,1957,42566,9717,0.84,14469,26900,18160,19112,136097,57895
2205,17128,17128,67631,55684,0.84,14332,72633,64532,0.14,2324,-1259,-1363,17128,70095,58377,17128,2435,931,0.15,2572,53363,23132,0.13,2192,37478,9824,0.78,13316,20189,14054,16318,78940,25928
2206,11907,11907,84062,62143,0.78,9310,84895,70532,0.26,3052,3562,1959,11907,87568,65316,11907,3471,1070,0.12,1374,100753,35140,0.11,1281,71074,14139,0.8,9568,27586,17133,12589,176652,81033
2207,16812,16812,71753,56096,0.79,13288,76165,65729,0.21,3524,1937,1054,16812,74606,59099,16812,2776,960,0.12,1959,92887,28980,0.11,1817,72120,12261,0.78,13044,22367,14856,17312,143928,59314
2208,7743,7743,75661,57090,0.78,6007,77410,65942,0.24,1838,3087,1552,7743,78375,59707,7743,2669,896,0.1,805,90300,30508,0.1,739,69739,14110,0.78,6022,23996,14871,8060,144229,66093
2209,9963,9963,64551,51360,0.78,7735,70947,62135,0.21,2125,1136,483,9963,66973,53718,9963,2370,801,0.11,1104,77403,29254,0.1,1017,59164,11809,0.75,7481,19651,13374,10103,123763,46712
2210,19717,19717,69312,54848,0.79,15530,74152,63874,0.19,3781,1095,152,19717,72229,57281,19717,2873,884,0.1,2022,82743,32718,0.1,1887,58392,12343,0.77,15137,21445,14295,20456,153565,56477
2211,10754,10754,69012,56651,0.81,8665,73897,65574,0.2,2165,966,154,10754,71726,59309,10754,2681,950,0.1,1095,105861,30543,0.1,1022,83183,12752,0.78,8336,20755,14914,11263,140020,62703
2212,10312,10312,67052,55650,0.82,8429,72579,64081,0.19,1910,-147,-584,10312,69597,57988,10312,2522,945,0.1,1026,78775,31086,0.1,981,54292,11865,0.78,8024,19679,14303,10539,120580,53678
2213,13949,13949,75474,62323,0.83,11589,79464,70088,0.2,2796,-380,-588,13949,78395,65107,13949,2867,1098,0.08,1152,101482,32064,0.08,1078,79223,13830,0.8,11175,23000,16793,15014,159035,74578
2214,2471,2471,71065,61316,0.83,2063,75238,68118,0.17,413,-795,-995,2471,73872,63906,2471,2799,1118,0.09,219,68108,31495,0.08,198,42112,14175,0.8,1986,20667,15838,2778,159821,87062
2216,19510,19510,66301,54996,0.83,16229,68944,61537,0.15,2933,1868,153,19510,68913,57438,19510,2578,952,0.13,2548,65625,24567,0.12,2262,49583,11168,0.79,15361,19167,12874,19115,104111,33610
2217,19804,19804,70870,58431,0.82,16220,74066,64818,0.18,3489,1986,298,19804,73811,61219,19804,2900,1041,0.12,2293,186346,26278,0.11,2085,181835,10268,0.8,15788,21386,14167,19575,129531,43264
2218,10924,10924,66041,55132,0.82,8988,70100,62504,0.18,1962,498,545,10924,68476,57198,10924,2398,930,0.11,1221,68676,25977,0.1,1100,48127,11570,0.78,8566,19212,13141,10770,112347,40406
2219,8330,8330,84461,61156,0.75,6264,83249,70072,0.24,2010,3847,1791,8330,88246,64511,8330,3680,1100,0.11,889,100708,35455,0.1,828,71173,15919,0.8,6636,28139,16660,8997,227523,84322
2220,24094,24094,58712,48276,0.8,19227,63761,56519,0.19,4557,955,451,24094,61112,50469,24094,2327,712,0.1,2480,144510,23018,0.09,2166,137861,8135,0.74,17789,17238,11264,21784,94383,20511
2221,11056,11056,88358,58173,0.74,8212,82997,65612,0.29,3201,3793,2228,11056,92198,61640,11056,3707,903,0.11,1211,220410,38627,0.1,1123,179724,14034,0.78,8583,31669,16428,11244,239688,72632
2222,8320,8320,67783,54956,0.82,6783,72344,62195,0.18,1523,897,364,8320,70609,57094,8320,2792,906,0.1,818,69620,26000,0.09,760,44094,8557,0.78,6460,20420,13360,8372,142744,49405
2223,14153,14153,87296,63059,0.79,11160,87726,71502,0.23,3325,2032,935,14153,90769,66229,14153,3425,1028,0.09,1288,96767,27770,0.08,1179,58861,11309,0.79,11227,29819,17536,14852,230293,90047
2224,9187,9187,94851,59574,0.73,6722,83013,67777,0.24,2211,5674,2616,9187,101395,62647,9187,6467,880,0.09,863,155564,35000,0.09,817,126319,13568,0.77,7095,35884,17183,9779,260051,90903
2225,3571,3571,107893,73130,0.8,2857,100128,82893,0.22,773,573,-123,3571,111735,76511,3571,3779,1306,0.09,305,98066,35320,0.08,298,61703,11658,0.81,2881,39978,22177,3901,253911,138401
2226,8258,8258,91387,69978,0.83,6813,95055,79120,0.2,1629,283,-291,8258,94761,73829,8258,3341,1250,0.08,635,89659,29000,0.07,608,63356,10058,0.81,6719,30508,20029,8985,220927,116194
2227,9775,9775,88683,68115,0.82,8010,91401,75146,0.19,1813,-254,-473,9775,92125,71275,9775,3409,1221,0.08,823,106222,31668,0.08,786,74722,11431,0.82,7994,29040,18803,10659,213035,108125
2228,13418,13418,85110,65611,0.81,10834,84670,73074,0.18,2440,1180,140,13418,88463,68736,13418,3266,1186,0.09,1249,100061,28455,0.09,1146,73966,12645,0.81,10891,27610,17797,14232,180722,76460
2229,20049,20049,97481,67405,0.78,15707,92737,74208,0.19,3808,2800,605,20049,101297,71049,20049,3760,1232,0.09,1760,106986,37429,0.08,1671,68228,14055,0.81,16239,34223,18983,21653,244953,102236
2230,21196,21196,106073,69372,0.77,16243,92236,74587,0.21,4529,3790,1656,21196,110499,73279,21196,4349,1268,0.1,2056,94639,33163,0.09,1939,59713,13510,0.81,17218,38879,19366,23052,309491,104746
2231,1505,1505,83522,58517,0.82,1230,76388,65711,0.2,296,1888,139,1505,86659,61672,1505,3106,1027,0.11,169,66322,38101,0.11,163,39038,16528,0.8,1199,27985,15440,1682,163544,82785
2232,22529,22529,82377,67804,0.83,18714,86117,75456,0.16,3576,645,-124,22529,85561,70768,22529,3117,1230,0.09,1976,114630,29510,0.08,1841,89546,11820,0.82,18362,25770,18191,24661,182301,90442
2233,18734,18734,78143,65638,0.83,15609,82905,73342,0.16,2973,197,-236,18734,81188,68521,18734,3024,1260,0.08,1458,80472,31645,0.07,1398,52693,11870,0.81,15234,23701,17680,20809,192058,111986
2234,19991,19991,84121,65884,0.81,16221,86214,73650,0.21,4231,1135,94,19991,87680,69106,19991,3499,1172,0.08,1651,224082,33431,0.08,1548,205168,13211,0.81,16119,27195,18272,21882,229782,112857
2250,42751,42751,69246,54952,0.81,34470,70126,61264,0.12,5065,2095,693,42751,72151,57418,42751,2791,874,0.1,4179,102002,31226,0.09,3959,75101,13490,0.78,33458,20869,13496,46359,153915,64033
2251,19891,19891,74049,53776,0.76,15180,74705,61352,0.15,3054,2798,856,19891,78996,56750,19891,4903,944,0.11,2154,107193,36291,0.1,2052,74604,14271,0.77,15277,23974,14395,21861,196725,89210
2256,8878,8878,66428,50842,0.76,6745,69796,58795,0.14,1213,4479,1457,8878,69240,53156,8878,2781,822,0.09,834,77466,29042,0.09,782,49357,11727,0.75,6684,20578,12636,10036,181065,72974
2257,16760,16760,70201,50968,0.75,12495,71933,59950,0.15,2575,3780,2265,16760,73203,53760,16760,2953,822,0.1,1727,99493,36057,0.1,1630,74912,13177,0.75,12543,22847,13362,19215,189087,78765
2258,3265,3265,71292,56021,0.81,2630,70770,61881,0.14,471,1809,575,3265,74357,58895,3265,3051,878,0.1,318,109095,38886,0.09,310,73014,18608,0.79,2592,21382,14165,3664,183523,78450
2259,37663,37663,63673,53514,0.83,31320,66211,58849,0.11,3959,1741,327,37663,66677,56129,37663,2927,1048,0.08,3131,172354,35543,0.08,3000,151257,16726,0.79,29674,17736,12421,40801,121841,55130
2260,16170,16170,86969,58288,0.76,12308,82102,64684,0.19,2997,2332,1202,16170,91147,61915,16170,4082,1060,0.11,1772,140609,40456,0.1,1689,89513,16518,0.78,12646,30351,16679,17674,237700,95712
